P,L,EI,delta
5.960694951902701177e+03,5.215486044028081913e+00,8.220160605050333776e+06,8.430960428972783874e-03
4.503280250542008616e+03,8.979086828146986221e+00,6.709258203268007375e+06,1.434704091877508220e-02
4.994749527132604271e+03,7.394539929834978764e+00,4.854303290741337696e+04,8.652529340088970233e-01
5.174020967013728296e+03,1.921982460133461856e+00,7.234090689593928866e+06,0.000000000000000000e+00
2.109486592213751464e+03,5.996098567498074239e+00,8.696152710113618523e+06,0.000000000000000000e+00
9.462105620368741938e+02,4.685918634823044826e+00,8.348891278283065185e+06,9.192722078867836266e-03
1.226059595646076787e+03,6.330640215570150886e+00,2.495954279974359088e+06,0.000000000000000000e+00
5.474258524533067430e+03,2.545577702186602842e+00,8.723140521376207471e+06,0.000000000000000000e+00
5.258263007394427859e+02,5.584294367574384133e+00,3.230878649990370963e+06,0.000000000000000000e+00
7.078307137967818562e+03,1.354867892897628101e+00,2.472546658056739252e+06,1.342089681402710427e-02
9.280148384208923744e+03,9.178259981355394004e+00,1.557344698270764202e+06,9.255305842763689173e-02
4.954660967676061773e+03,6.112134360642771824e+00,8.282026605210125446e+06,2.291405571871196062e-03
4.452053529854783847e+03,4.665734765961476072e+00,3.790413138941274956e+06,0.000000000000000000e+00
2.712254285066952889e+03,3.660324028581126932e+00,2.101190300924011040e+06,0.000000000000000000e+00
7.228308680216902758e+03,6.774466838673918190e+00,5.421145909631343558e+06,0.000000000000000000e+00
5.287871596650397805e+03,7.512377047706187305e+00,7.809735671547325328e+06,0.000000000000000000e+00
3.172528367971224725e+03,3.685453450077361026e+00,2.762148330300244968e+06,0.000000000000000000e+00
6.314737353185597385e+03,3.044550045397063975e+00,6.466889409441862954e+05,0.000000000000000000e+00
3.596298410904154480e+03,4.284103932995956932e+00,4.199352083675986156e+06,1.314476865683786126e-03
2.081001409983516169e+03,8.674373403358835333e+00,2.371050997758478392e+06,6.255342589028164459e-03
7.843694921367970892e+03,5.765117016955107587e+00,8.677845182363085449e+06,2.382110571986946305e-03
9.018247510028089664e+02,1.460485760945038125e+00,6.711383184403844178e+06,0.000000000000000000e+00
2.663606067637304932e+03,2.249640394413682909e+00,4.514829218053129502e+06,5.104337305713451539e-03
4.432818471276966193e+03,4.364351634579625383e+00,5.390313479919168167e+06,1.395693279535818905e-02
9.688452323227709712e+03,7.955450276144439670e+00,1.068852586203472456e+06,9.227301554781003334e-02
2.815468418211235985e+03,9.286235724163004690e+00,5.237226099407983944e+06,1.313306851627928790e-02
4.101928486910159336e+03,7.796331536744207646e+00,4.043857359763896093e+06,1.024062159064391755e-02
3.863323661149333930e+03,9.463443576565936155e+00,2.097026938172366470e+06,3.246691818103094457e-02
9.762984553569671334e+03,6.658296222559418887e+00,8.116780934627428651e+06,1.986470822216528098e-02
9.716625817834385089e+03,1.559075103133127582e+00,8.847955485931415111e+06,0.000000000000000000e+00
4.775791194730151801e+03,1.304593379018082366e+00,2.921078474860148970e+06,1.844497097820617338e-04
9.253207366552660460e+03,6.895639308449592164e+00,3.008392304596628994e+06,1.987613882613920024e-02
9.760811513103848483e+03,2.981369421189451252e+00,8.050766621216082945e+06,3.957172958394732619e-03
7.901633059509525083e+03,2.925152529484475128e+00,3.666620224886121694e+06,8.951913626219096254e-03
4.758200848750495425e+03,5.140508480295754801e+00,5.855633639276756905e+06,6.618483256478577617e-03
5.910096046485033185e+03,1.705550116654746873e+00,2.045350231330348644e+06,0.000000000000000000e+00
6.219067285238674231e+03,9.625381003657420109e+00,2.762450295676291455e+06,4.570852540965103517e-02
6.778778308797982390e+03,8.625825751974705469e+00,4.285781461954673869e+05,2.187484111130136299e-01
3.344105265888633767e+03,7.944544254061812971e+00,8.594628729990184307e+06,0.000000000000000000e+00
1.513355552977673824e+03,3.901994960400368306e+00,5.396512540057317354e+06,0.000000000000000000e+00
7.937404070834412778e+03,5.382404810575761367e+00,6.697076109311765991e+06,0.000000000000000000e+00
9.939726874791282171e+03,9.160058029010654579e+00,1.246780858334667515e+06,1.369401344244765284e-01
6.566771366191461311e+03,4.785618754956526999e+00,3.935510584456962999e+06,0.000000000000000000e+00
4.220230690569015678e+03,6.526250196842756424e+00,4.735742983150819317e+06,8.201487243019974296e-03
3.195120853233801881e+03,6.390017567761282713e+00,4.117549366914409213e+06,3.721405449169535445e-03
2.564351889192116687e+03,6.722135718818834427e+00,7.463174206460826099e+05,1.568642572939283816e-02
9.292187927585024227e+03,5.954634876588004389e+00,5.429147006141857244e+06,0.000000000000000000e+00
3.563232449292201181e+03,7.770046347023480848e+00,8.647299762978153303e+06,1.328218847799873814e-02
9.514623607947925848e+03,5.005466509639483697e+00,9.542293641324108467e+06,0.000000000000000000e+00
5.834208671535835492e+03,4.744445758149796077e+00,1.615143081157193985e+06,0.000000000000000000e+00
2.789527623380214209e+03,9.936699998693512725e+00,3.670419629349939059e+06,2.055009461388531550e-02
9.378067467511626091e+03,2.383559263419019025e+00,7.799405404701570049e+06,0.000000000000000000e+00
5.541894092484807516e+03,9.250250827271653264e+00,8.733314677598547190e+06,1.325501625727804403e-02
8.817582339386368403e+03,7.096572208267706294e+00,5.425635221433411352e+06,5.867504304780108218e-03
4.321803873439628660e+03,5.542421062995119385e+00,7.895999170381471515e+06,1.008295824558678912e-03
6.073000342709969118e+03,6.160623022405276927e+00,8.761092022146934643e+06,1.424342026463932404e-02
1.666432266239520231e+03,9.979490746847519134e+00,6.462771443325156346e+06,1.114337505400132822e-02
5.239601358614359015e+03,7.135895986689823722e+00,8.756318101501151919e+06,1.020546893789153753e-02
6.827884859832449365e+03,3.297518723068568747e+00,5.480295702280551195e+06,0.000000000000000000e+00
9.472045970552395374e+03,5.185636440173323258e+00,6.395436171849346720e+06,0.000000000000000000e+00
5.661618810985924029e+03,7.502561198374385398e+00,6.631858208128871396e+06,0.000000000000000000e+00
6.958226428496191147e+03,1.379817983302716211e+00,5.608860648869995959e+06,0.000000000000000000e+00
4.497716951158490701e+03,3.364417331117277143e+00,9.768751986634589732e+06,3.099530693642722334e-03
3.317801775960858777e+03,2.863517540432064745e+00,8.373180974706937559e+06,0.000000000000000000e+00
4.152432036345482629e+03,6.307173997654442310e+00,1.146723636771309422e+06,1.934377220615861315e-02
6.269333733277893771e+03,2.040972327605631520e+00,2.939027024779446423e+06,0.000000000000000000e+00
5.158574084976934500e+03,5.355365466768620131e+00,8.451575391969984397e+06,2.069141822899287376e-03
4.035508640254952297e+03,3.267163151674358001e+00,9.014997262295586988e+05,1.971840515038200334e-03
2.277925666861899117e+03,4.280998416847472399e+00,4.938555190059283748e+06,0.000000000000000000e+00
5.430929164208933798e+03,6.044938222461688326e+00,1.239783161495391279e+06,3.571227989204925346e-02
2.529606842853300350e+03,5.159095057108381788e+00,6.244312467339920811e+06,0.000000000000000000e+00
8.854299842984964926e+03,5.417399191931699498e+00,9.387398308588974178e+06,1.181086692491356907e-02
9.066546044400332903e+03,9.125241807569233643e+00,4.145720121397548355e+06,4.352792245544664235e-02
1.817580755821255707e+03,8.901355692183564372e+00,9.607891193806368858e+06,1.224882702409155547e-02
1.070133150216148806e+03,2.869336804202463398e+00,8.599338188245614991e+06,0.000000000000000000e+00
8.218423467325306774e+03,4.396135342125488066e+00,6.251370286795559339e+06,1.294968769614887952e-02
9.462154123100319339e+03,7.693692568070056303e+00,7.002818724052737467e+06,7.067691593652728616e-03
4.386466700928538557e+03,2.360934287257653530e+00,1.601857541256918805e+06,2.561707983840703223e-03
1.598224098631291554e+03,8.583218135380660030e+00,5.209299062457900494e+06,1.152489454377691493e-02
5.577448390314599237e+03,9.734785238889321235e+00,1.753198188190848567e+06,6.748966774550234360e-02
4.016571689184399929e+03,4.112437906712086644e+00,3.555110754997796379e+06,3.623392212371314997e-03
3.854850147819327049e+03,7.982526083571654496e+00,9.179678598071550950e+06,1.018805719522119374e-02
3.224672603905189135e+03,1.386222202116638158e+00,7.645178553761881776e+06,4.683311143801572977e-03
8.247014130053670669e+03,8.800306586626357230e+00,1.046196946698965854e+06,1.052922877751606978e-01
4.562986902710311369e+03,4.556010139057177000e+00,4.393367181417577900e+06,0.000000000000000000e+00
7.881522873225693502e+02,2.766198898881831347e+00,6.097697066825385205e+06,0.000000000000000000e+00
9.574587394461723306e+03,9.667689729104278484e+00,5.978239312354903668e+06,2.432048663043160502e-02
8.987997573833192291e+03,4.813997297847659951e+00,8.919271907419277355e+06,5.726282725130785352e-03
5.884636455350329015e+03,2.561419403237135128e+00,1.221907260195622919e+06,7.636054521993970376e-03
2.355734382869501133e+03,5.618674029290060545e+00,7.815179109068999998e+06,0.000000000000000000e+00
6.476009188001089569e+03,7.130475769273723508e+00,6.490484349482123740e+06,1.286275403939802185e-02
8.302449144085645457e+03,5.918594677822246908e+00,5.141919030786436982e+06,8.224618488992335719e-03
4.766948681412252995e+02,1.039184884250837548e+00,7.743652254229941405e+06,0.000000000000000000e+00
2.756235752008376039e+03,9.748570519796114553e+00,9.927136850020833313e+06,8.575988687068028873e-03
5.617908124959690213e+03,5.451695486299020565e+00,4.548782377494087443e+06,0.000000000000000000e+00
4.661954762816963012e+03,5.984158375612294911e+00,9.176462635231053457e+06,0.000000000000000000e+00
8.227361438892694423e+03,6.025830373867805179e+00,4.085865218347350135e+06,2.030649040653582232e-02
6.595266123078715282e+03,2.369055921521220576e+00,3.323763135037955362e+06,0.000000000000000000e+00
9.556226850854949589e+03,3.038669981395387687e+00,4.432315552376212436e+05,1.829579346853760571e-02
9.561934010118311562e+02,5.255449954574697990e+00,1.850898740604772465e+06,4.565067932036240630e-03
6.014160526059660697e+03,1.720573659531043464e+00,2.857712170033507980e+06,0.000000000000000000e+00
9.701813910615834175e+03,6.694476544960778597e+00,4.816910339501699433e+06,1.536411063551939432e-02
2.507188741752508747e+02,6.878515444971334603e+00,8.806645466064918786e+06,9.078877363145398255e-03
5.074141989086971989e+03,7.277372992056920786e+00,5.495533896976311691e+06,6.899130070838781735e-03
8.456192950031063447e+03,4.480387081208302646e+00,2.939861407428374514e+06,1.693093590154227251e-02
4.788931689443056712e+03,3.156728314455329532e+00,6.232024462852714583e+06,5.970863990856177354e-03
6.401099325087565376e+03,6.149239068405271347e+00,4.233556829696147703e+06,1.594722479175760682e-02
7.502386402334606828e+03,4.255462228882951337e+00,3.367021689778317232e+06,0.000000000000000000e+00
5.642575929873489258e+03,7.007695134842396811e+00,1.874946731275547761e+06,2.590268340229059246e-02
6.472635965522524202e+03,9.712997677674980679e+00,8.497705656054312363e+06,1.143563877429645305e-02
5.776822292529933293e+03,3.699012892329580637e+00,8.232797637645111419e+06,0.000000000000000000e+00
8.519402618543526842e+03,4.485877524395811555e+00,5.886858917761743069e+06,9.064403036991221241e-03
9.063726164262958264e+03,6.706851416076061057e+00,2.866641582559808623e+06,1.995256044239624230e-02
1.901767065518580921e+03,3.266281477756183271e+00,8.322185320355598815e+06,2.793348462435596511e-03
6.136637511652730609e+03,1.958280668327636143e+00,5.379097030941555277e+06,2.296163694040922760e-03
6.549094357922106610e+03,9.704530471945462367e+00,1.994118862106308807e+06,6.869990082131352538e-02
6.400943498640296639e+03,1.993766769995878541e+00,7.954042216162945144e+06,1.237846526485163710e-02
5.023196677591805610e+02,8.805841253931671275e+00,7.503266142359631136e+06,0.000000000000000000e+00
3.808499575045947040e+03,6.048147242542253998e+00,6.780941620898315450e+05,2.485582113134401222e-02
8.120673279687109243e+03,9.996388222851292582e+00,5.134692019891585223e+06,3.256939902239420342e-02
3.832348461642008715e+03,6.314622856329599188e+00,6.040122882949020714e+06,0.000000000000000000e+00
2.837902283423196423e+03,9.755794987058683532e+00,3.474394251409032382e+06,8.453910723221221002e-03
2.224257637941718713e+03,8.261986723750705863e+00,7.831559442867559846e+05,2.557166985042045801e-02
8.143747863324198079e+03,9.735348247683866418e+00,8.169135638484660536e+06,2.173082725336605500e-02
8.871386239081026588e+02,9.232322662297235638e+00,8.030082692206409760e+06,0.000000000000000000e+00
6.128778774860885278e+03,9.563314711311088345e+00,8.993385526586972177e+06,6.293466298153645166e-03
2.437983143328632195e+03,9.116108009990661287e+00,4.685941528556147590e+06,1.179258141187670104e-02
2.719977678093485338e+03,2.329750955026748116e+00,1.838004048336039705e+05,9.364695042692956078e-03
9.712702891710274343e+03,3.718568083066297270e+00,3.376139976604723837e+06,6.603461252594641090e-03
9.785470588740834046e+02,2.292687178564204231e+00,8.989000038353176787e+06,0.000000000000000000e+00
2.971445498444828900e+03,9.851182488565086715e+00,3.304756025596456602e+06,1.249801470272641005e-02
3.574298531303248637e+03,1.277911897825153131e+00,5.992041437962273136e+06,0.000000000000000000e+00
9.909934800643122799e+03,2.123526588348886968e+00,8.727517553027007729e+06,7.637652709590401177e-03
7.190249685471967496e+03,8.784829224022335126e+00,9.145139310296442360e+06,9.656670026093057413e-03
1.814386650327635380e+03,5.906478975632388106e+00,3.203878150932642166e+06,7.166896995620930175e-03
1.012153440305480785e+03,4.792769171427178065e+00,3.533666905455395114e+06,6.394415344231791157e-03
6.831230491212578272e+03,7.386726712278612439e+00,3.546666151051839697e+05,1.718612381518829224e-01
7.818501102846998947e+03,5.844185470819414974e+00,3.142276974058763590e+06,5.388321703552303825e-03
9.614515563851297202e+02,6.498103256679411466e+00,4.363875306721787900e+06,1.143598291904250261e-02
1.821553990407696574e+03,4.983010223858387988e+00,2.484643137544205878e+06,1.336931911066803133e-02
4.746014448022348006e+03,8.251920169747624101e+00,8.875735838268373162e+06,2.301636550885086813e-02
9.780463854251194789e+03,2.079065303770961215e+00,7.956610979822447523e+06,1.220783693585636648e-03
3.752727084482219652e+03,4.666141907023343194e+00,7.162118903008407913e+06,0.000000000000000000e+00
7.830977929488636619e+03,6.437890765392207726e+00,4.612051124044682831e+06,3.217130566529324658e-03
8.090712387149967526e+02,1.259916097991655715e+00,3.213234024244255852e+06,0.000000000000000000e+00
7.635576781178866440e+03,8.951328895615390024e+00,1.030747232000455377e+06,1.130097259518964142e-01
1.912249984193168757e+03,3.294946425753028318e+00,9.612036530586546287e+06,0.000000000000000000e+00
9.904170447181582858e+03,5.815716916224673128e+00,6.001030723577274010e+06,6.843794961505751152e-03
9.617649668499303516e+03,7.611871949172604346e+00,2.714829473940823227e+06,3.509506968889944400e-02
8.327064386538528197e+03,1.079865097265172658e+00,6.850544172141669551e+05,0.000000000000000000e+00
8.180590790415716583e+03,8.809922980629174560e+00,3.902381505897917319e+06,2.209285007845287682e-02
4.744015069798603690e+03,7.852343635890996154e+00,3.755841249561896082e+06,4.805036589364611310e-04
4.569106444183379608e+03,9.265619841793322209e+00,1.578351761781857582e+06,4.768018963985897613e-02
5.189611774692760264e+03,3.451156526351232046e+00,5.263284247283460572e+06,2.429015508238217217e-03
7.143707546943680882e+02,5.195997274761412932e+00,7.508586085120589472e+06,4.429664323690486565e-03
6.427236497654990899e+02,2.023386209710370753e+00,7.713358479950077832e+06,8.439237442881556556e-03
9.853224685010112580e+02,5.455520549968085220e+00,6.075720686336737126e+05,4.255682506876127223e-03
8.223593539882273035e+03,2.819966439186155860e+00,9.636011267456982285e+06,4.023247805819796068e-03
8.599373734584803969e+03,6.511892510010715007e+00,6.802854527766986750e+06,1.013227824004613378e-02
